Jul. 12th, 2010 at 6:03 PM	235
Jul. 12th, 2010 at 7:44 PM	112
Jul. 13th, 2010 at 6:08 PM	233
Jul. 13th, 2010 at 11:54 PM	197
Jul. 14th, 2010 at 4:12 PM	141
Jul. 14th, 2010 at 6:37 PM	124
Jul. 15th, 2010 at 12:13 AM	160
Jul. 15th, 2010 at 1:38 PM	172
Jul. 15th, 2010 at 2:11 PM	38
Jul. 15th, 2010 at 3:17 PM	258
Jul. 15th, 2010 at 8:46 PM	478
Jul. 16th, 2010 at 11:38 AM	384
Jul. 16th, 2010 at 2:01 PM	177
Jul. 16th, 2010 at 2:20 PM	762
Jul. 16th, 2010 at 4:40 PM	43
Jul. 17th, 2010 at 1:48 PM	627
Jul. 21st, 2010 at 10:44 AM	78
Jul. 22nd, 2010 at 2:05 PM	58
Jul. 22nd, 2010 at 2:18 PM	28
Jul. 22nd, 2010 at 2:49 PM	178
Jul. 22nd, 2010 at 4:30 PM	661
Jul. 24th, 2010 at 1:26 AM	230
Jul. 24th, 2010 at 2:06 PM	738
Jul. 25th, 2010 at 8:08 PM	112
Jul. 26th, 2010 at 1:03 PM	89
Jul. 28th, 2010 at 4:50 PM	489
Jul. 28th, 2010 at 5:22 PM	143
Jul. 28th, 2010 at 8:44 PM	98
Jul. 28th, 2010 at 9:58 PM	173
Jul. 30th, 2010 at 8:02 PM	549
Jul. 31st, 2010 at 1:22 PM	92
Aug. 1st, 2010 at 11:22 AM	95
Aug. 1st, 2010 at 6:58 PM	44
Aug. 2nd, 2010 at 7:03 PM	380
Aug. 4th, 2010 at 12:06 AM	187
Aug. 7th, 2010 at 4:38 PM	85
Aug. 7th, 2010 at 6:28 PM	43
Aug. 8th, 2010 at 11:47 PM	407
Aug. 9th, 2010 at 8:04 PM	96
Aug. 9th, 2010 at 8:20 PM	163
Aug. 10th, 2010 at 12:25 AM	617
Aug. 10th, 2010 at 4:37 PM	88
Aug. 10th, 2010 at 10:12 PM	366
Aug. 11th, 2010 at 11:45 AM	240
Aug. 13th, 2010 at 11:08 PM	282
Aug. 15th, 2010 at 12:32 PM	162
Aug. 19th, 2010 at 10:57 AM	228
Aug. 19th, 2010 at 4:33 PM	124
Aug. 19th, 2010 at 4:57 PM	127
Aug. 20th, 2010 at 11:54 AM	627
Aug. 23rd, 2010 at 12:33 AM	18
Aug. 26th, 2010 at 2:35 PM	40
Aug. 29th, 2010 at 5:55 PM	197
Sep. 8th, 2010 at 4:34 PM	17
Sep. 12th, 2010 at 10:53 AM	158
Sep. 13th, 2010 at 4:07 PM	237
Sep. 17th, 2010 at 5:44 PM	1
Sep. 21st, 2010 at 8:40 AM	117
Sep. 24th, 2010 at 1:36 AM	110
Sep. 25th, 2010 at 11:53 PM	118
Sep. 27th, 2010 at 10:38 AM	156
Sep. 29th, 2010 at 12:39 AM	267
Sep. 29th, 2010 at 1:24 AM	550
Sep. 30th, 2010 at 10:23 AM	246
Oct. 4th, 2010 at 2:44 PM	482
Oct. 4th, 2010 at 8:26 PM	214
Oct. 6th, 2010 at 2:37 PM	373
Oct. 10th, 2010 at 4:03 PM	189
Oct. 13th, 2010 at 3:00 PM	57
Oct. 17th, 2010 at 1:35 PM	167
Oct. 20th, 2010 at 10:36 PM	26
Oct. 24th, 2010 at 10:25 AM	38
Oct. 27th, 2010 at 9:59 AM	48
Nov. 2nd, 2010 at 9:41 PM	149
Nov. 6th, 2010 at 11:30 PM	29
Nov. 9th, 2010 at 4:31 PM	41
Nov. 10th, 2010 at 3:46 PM	154
Nov. 11th, 2010 at 9:41 AM	250
Nov. 16th, 2010 at 5:52 PM	24
Nov. 19th, 2010 at 9:55 AM	407
Nov. 20th, 2010 at 11:42 AM	108
Nov. 20th, 2010 at 6:07 PM	418
Nov. 21st, 2010 at 11:23 AM	128
Nov. 23rd, 2010 at 12:28 PM	44
Nov. 23rd, 2010 at 5:42 PM	200
Nov. 23rd, 2010 at 9:30 PM	272
Nov. 24th, 2010 at 5:31 PM	163
Nov. 27th, 2010 at 10:41 PM	43
Nov. 28th, 2010 at 11:07 PM	45
Nov. 29th, 2010 at 1:58 PM	73
Dec. 5th, 2010 at 2:00 PM	122
Dec. 5th, 2010 at 2:54 PM	58
Dec. 5th, 2010 at 9:54 PM	24
Dec. 10th, 2010 at 3:10 PM	49
Dec. 10th, 2010 at 3:21 PM	273
Dec. 12th, 2010 at 6:31 PM	51
Dec. 14th, 2010 at 7:19 PM	194
Dec. 15th, 2010 at 3:17 PM	250
Dec. 16th, 2010 at 12:55 PM	36
Dec. 16th, 2010 at 1:56 PM	60
Dec. 16th, 2010 at 6:16 PM	123
Dec. 17th, 2010 at 2:34 PM	25
Dec. 19th, 2010 at 12:40 AM	730
Dec. 19th, 2010 at 3:50 PM	44
Dec. 19th, 2010 at 6:14 PM	229
Dec. 20th, 2010 at 12:11 AM	226
Dec. 21st, 2010 at 6:12 PM	18
Dec. 22nd, 2010 at 2:21 PM	174
Jan. 5th, 2011 at 2:21 PM	435
Jan. 11th, 2011 at 9:30 PM	272
Jan. 15th, 2011 at 1:39 PM	39
Jan. 16th, 2011 at 11:29 PM	166
Jan. 17th, 2011 at 12:25 AM	40
Jan. 21st, 2011 at 5:11 PM	91
Jan. 23rd, 2011 at 11:35 PM	13
Jan. 24th, 2011 at 3:54 PM	108
Jan. 26th, 2011 at 2:51 PM	124
Jan. 31st, 2011 at 6:11 PM	55
Feb. 2nd, 2011 at 11:10 AM	388
Feb. 6th, 2011 at 11:23 PM	289
Feb. 6th, 2011 at 11:38 PM	101
Feb. 7th, 2011 at 1:18 PM	57
Feb. 10th, 2011 at 10:29 AM	290
Feb. 11th, 2011 at 12:31 PM	489
Feb. 15th, 2011 at 12:17 PM	106
Feb. 15th, 2011 at 12:26 PM	64
Feb. 16th, 2011 at 11:12 AM	192
Feb. 16th, 2011 at 6:07 PM	17
Feb. 16th, 2011 at 10:42 PM	244
Feb. 17th, 2011 at 12:15 AM	473
Feb. 17th, 2011 at 1:19 PM	371
Feb. 21st, 2011 at 1:33 PM	41
Feb. 27th, 2011 at 10:53 PM	84
Mar. 2nd, 2011 at 10:04 AM	375
Mar. 3rd, 2011 at 9:11 AM	188
Mar. 3rd, 2011 at 1:40 PM	65
Mar. 4th, 2011 at 8:35 AM	89
Mar. 4th, 2011 at 11:15 AM	287
Mar. 8th, 2011 at 11:14 PM	220
Mar. 9th, 2011 at 12:23 PM	300
Mar. 10th, 2011 at 1:58 PM	8
Mar. 11th, 2011 at 12:42 PM	149
Mar. 12th, 2011 at 12:03 PM	68
Mar. 13th, 2011 at 10:50 PM	113
Mar. 13th, 2011 at 11:16 PM	34
Mar. 14th, 2011 at 2:08 PM	64
Mar. 15th, 2011 at 8:51 AM	90
Mar. 15th, 2011 at 12:06 PM	23
Mar. 16th, 2011 at 12:07 AM	35
Mar. 16th, 2011 at 9:59 AM	42
Mar. 16th, 2011 at 10:10 AM	23
Mar. 16th, 2011 at 10:34 AM	26
Mar. 16th, 2011 at 3:32 PM	41
Mar. 17th, 2011 at 4:12 PM	190
Mar. 17th, 2011 at 5:30 PM	179
Mar. 18th, 2011 at 11:59 AM	464
Mar. 19th, 2011 at 1:22 AM	588
Mar. 23rd, 2011 at 10:22 AM	129
Mar. 24th, 2011 at 8:08 PM	131
Mar. 25th, 2011 at 12:31 PM	221
Mar. 26th, 2011 at 1:58 PM	852
Mar. 27th, 2011 at 1:08 PM	49
Mar. 28th, 2011 at 12:18 AM	179
Mar. 30th, 2011 at 10:47 AM	159
Mar. 30th, 2011 at 11:30 AM	114
Mar. 30th, 2011 at 3:09 PM	177
Mar. 30th, 2011 at 6:27 PM	71
Apr. 1st, 2011 at 9:46 AM	432
Apr. 1st, 2011 at 12:10 PM	59
Apr. 1st, 2011 at 2:15 PM	45
Apr. 3rd, 2011 at 9:37 AM	63
Apr. 3rd, 2011 at 9:46 AM	93
Apr. 3rd, 2011 at 9:55 AM	85
Apr. 3rd, 2011 at 9:52 PM	111
Apr. 4th, 2011 at 11:02 PM	82
Apr. 6th, 2011 at 5:16 PM	64
Apr. 10th, 2011 at 3:07 PM	286
Apr. 10th, 2011 at 4:54 PM	50
Apr. 12th, 2011 at 9:49 AM	48
Apr. 13th, 2011 at 4:00 PM	61
Apr. 14th, 2011 at 12:22 AM	48
Apr. 14th, 2011 at 12:39 AM	25
Apr. 14th, 2011 at 9:40 AM	190
Apr. 15th, 2011 at 4:51 PM	236
Apr. 16th, 2011 at 12:35 PM	357
Apr. 17th, 2011 at 11:34 AM	111
Apr. 17th, 2011 at 1:09 PM	296
Apr. 18th, 2011 at 9:18 PM	9
Apr. 19th, 2011 at 9:37 AM	440
Apr. 21st, 2011 at 9:50 AM	161
Apr. 21st, 2011 at 5:40 PM	179
Apr. 27th, 2011 at 12:16 PM	0
Apr. 30th, 2011 at 4:36 PM	247
May. 4th, 2011 at 12:48 PM	208
May. 5th, 2011 at 11:01 PM	11
May. 6th, 2011 at 12:13 PM	56
May. 7th, 2011 at 3:21 PM	323
May. 7th, 2011 at 9:46 PM	29
May. 8th, 2011 at 11:26 AM	60
May. 12th, 2011 at 6:16 PM	120
May. 13th, 2011 at 12:34 AM	335
May. 13th, 2011 at 4:21 PM	66
May. 13th, 2011 at 6:25 PM	30
May. 14th, 2011 at 12:21 PM	266
May. 14th, 2011 at 1:25 PM	227
May. 15th, 2011 at 5:08 PM	237
May. 18th, 2011 at 4:14 PM	265
May. 19th, 2011 at 9:33 PM	2040
May. 21st, 2011 at 4:30 PM	11
May. 24th, 2011 at 4:03 PM	288
May. 25th, 2011 at 12:26 AM	251
May. 26th, 2011 at 11:05 AM	14
May. 26th, 2011 at 3:15 PM	74
May. 29th, 2011 at 2:57 PM	166
May. 29th, 2011 at 3:09 PM	117
Jun. 1st, 2011 at 12:42 PM	527
Jun. 3rd, 2011 at 9:47 AM	119
Jun. 3rd, 2011 at 9:51 PM	78
Jun. 5th, 2011 at 12:30 PM	210
Jun. 7th, 2011 at 7:57 PM	143
Jun. 9th, 2011 at 12:55 PM	70
Jun. 10th, 2011 at 3:58 PM	323
Jun. 10th, 2011 at 5:44 PM	108
Jun. 11th, 2011 at 9:54 AM	91
Jun. 11th, 2011 at 1:31 PM	66
Jun. 12th, 2011 at 11:56 AM	635
Jun. 15th, 2011 at 4:56 PM	186
Jun. 18th, 2011 at 11:01 PM	160
Jun. 19th, 2011 at 10:27 PM	339
Jun. 20th, 2011 at 11:40 PM	177
Jun. 23rd, 2011 at 12:17 AM	174
Jun. 24th, 2011 at 12:09 AM	129
Jun. 26th, 2011 at 12:20 PM	199
Jun. 27th, 2011 at 8:43 AM	59
Jun. 28th, 2011 at 8:31 AM	54
Jun. 29th, 2011 at 7:57 AM	243
Jun. 29th, 2011 at 8:06 AM	92
Jun. 29th, 2011 at 10:30 AM	238
Jun. 29th, 2011 at 1:37 PM	48
Jun. 30th, 2011 at 1:15 PM	437
Jul. 1st, 2011 at 3:05 PM	369
Jul. 2nd, 2011 at 11:12 AM	375
Jul. 4th, 2011 at 11:12 AM	211
Jul. 4th, 2011 at 7:12 PM	97
Jul. 5th, 2011 at 7:16 PM	116
Jul. 7th, 2011 at 9:35 AM	114
Jul. 7th, 2011 at 5:16 PM	15
Jul. 7th, 2011 at 10:29 PM	250
Jul. 8th, 2011 at 6:36 PM	234
Jul. 9th, 2011 at 8:44 PM	407
Jul. 10th, 2011 at 11:21 AM	138
Jul. 15th, 2011 at 6:21 PM	338
Jul. 16th, 2011 at 10:12 PM	65
Jul. 17th, 2011 at 9:39 PM	310
Jul. 19th, 2011 at 10:59 AM	309
Jul. 19th, 2011 at 11:28 AM	41
Jul. 19th, 2011 at 1:47 PM	20
Jul. 19th, 2011 at 4:19 PM	563
Jul. 25th, 2011 at 6:15 PM	133
Jul. 30th, 2011 at 9:12 AM	123
Aug. 1st, 2011 at 8:26 AM	44
Aug. 4th, 2011 at 12:43 PM	71
Aug. 4th, 2011 at 1:32 PM	26
Aug. 5th, 2011 at 3:14 PM	234
Aug. 6th, 2011 at 3:28 PM	19
Aug. 6th, 2011 at 4:22 PM	42
Aug. 6th, 2011 at 4:47 PM	39
Aug. 6th, 2011 at 5:18 PM	596
Aug. 6th, 2011 at 7:21 PM	115
Aug. 7th, 2011 at 4:11 PM	85
Aug. 8th, 2011 at 8:41 AM	114
Aug. 8th, 2011 at 7:55 PM	47
Aug. 9th, 2011 at 4:14 PM	40
Aug. 10th, 2011 at 11:25 AM	325
Aug. 10th, 2011 at 1:52 PM	175
Aug. 11th, 2011 at 3:20 PM	50
Aug. 13th, 2011 at 1:34 PM	410
Aug. 13th, 2011 at 6:28 PM	1130
Aug. 14th, 2011 at 10:32 AM	51
Aug. 14th, 2011 at 8:46 PM	240
Aug. 25th, 2011 at 7:37 PM	40
Aug. 31st, 2011 at 11:45 AM	26
Sep. 1st, 2011 at 11:56 AM	24
Sep. 1st, 2011 at 6:13 PM	177
Sep. 4th, 2011 at 4:43 PM	349
Sep. 5th, 2011 at 6:05 PM	28
Sep. 8th, 2011 at 1:16 AM	218
Sep. 11th, 2011 at 12:18 PM	327
Sep. 11th, 2011 at 10:58 PM	300
Sep. 12th, 2011 at 4:52 PM	213
Sep. 15th, 2011 at 9:31 AM	127
Sep. 15th, 2011 at 9:40 AM	144
Sep. 20th, 2011 at 11:52 AM	303
Sep. 22nd, 2011 at 3:42 PM	110
Sep. 25th, 2011 at 6:45 PM	67
Sep. 25th, 2011 at 8:12 PM	812
Sep. 27th, 2011 at 2:36 PM	52
Sep. 27th, 2011 at 2:56 PM	47
Sep. 28th, 2011 at 4:14 PM	9
Sep. 29th, 2011 at 2:48 PM	216
Sep. 29th, 2011 at 3:52 PM	99
Sep. 30th, 2011 at 11:55 AM	209
Oct. 1st, 2011 at 12:08 AM	420
Oct. 1st, 2011 at 1:05 AM	114
Oct. 3rd, 2011 at 1:23 AM	561
Oct. 10th, 2011 at 12:17 AM	43
Oct. 10th, 2011 at 4:32 PM	35
Oct. 10th, 2011 at 6:12 PM	28
Oct. 10th, 2011 at 6:26 PM	41
Oct. 11th, 2011 at 10:34 AM	158
Oct. 12th, 2011 at 5:08 PM	115
Oct. 13th, 2011 at 1:59 PM	180
Oct. 18th, 2011 at 12:29 PM	517
Oct. 19th, 2011 at 7:51 PM	59
Oct. 20th, 2011 at 6:45 PM	376
Oct. 21st, 2011 at 12:04 PM	3
Oct. 23rd, 2011 at 4:30 PM	323
Oct. 26th, 2011 at 4:34 PM	162
Oct. 28th, 2011 at 2:05 PM	206
Oct. 30th, 2011 at 6:07 PM	360
Nov. 4th, 2011 at 2:54 PM	13
Nov. 6th, 2011 at 11:10 PM	918
Nov. 11th, 2011 at 3:00 PM	145
Nov. 13th, 2011 at 10:29 PM	13
Nov. 14th, 2011 at 2:37 PM	53
Nov. 14th, 2011 at 4:45 PM	181
Nov. 15th, 2011 at 12:10 AM	90
Nov. 15th, 2011 at 12:47 PM	89
Nov. 16th, 2011 at 6:39 PM	118
Nov. 20th, 2011 at 1:28 PM	44
Nov. 20th, 2011 at 1:59 PM	145
Nov. 21st, 2011 at 12:02 AM	59
Nov. 24th, 2011 at 1:12 PM	26
Nov. 25th, 2011 at 1:37 PM	59
Nov. 27th, 2011 at 3:13 PM	167
Nov. 29th, 2011 at 9:41 AM	40
Dec. 1st, 2011 at 3:33 PM	58
Dec. 3rd, 2011 at 10:54 PM	37
Dec. 6th, 2011 at 2:45 AM	59
Dec. 8th, 2011 at 4:36 PM	74
Dec. 12th, 2011 at 11:50 AM	61
Dec. 13th, 2011 at 11:40 AM	77
Dec. 14th, 2011 at 12:16 PM	62
Dec. 15th, 2011 at 11:45 AM	323
Dec. 16th, 2011 at 12:38 PM	107
Dec. 16th, 2011 at 4:06 PM	10
Dec. 18th, 2011 at 6:29 PM	162
Dec. 20th, 2011 at 1:57 PM	382
Dec. 21st, 2011 at 11:34 AM	25
Dec. 21st, 2011 at 11:42 AM	213
Dec. 21st, 2011 at 11:52 PM	418
Dec. 22nd, 2011 at 3:06 PM	61
Dec. 22nd, 2011 at 5:06 PM	76
Dec. 25th, 2011 at 12:00 PM	33
Dec. 28th, 2011 at 4:46 PM	183
Dec. 28th, 2011 at 5:01 PM	31
Jan. 1st, 2012 at 12:11 AM	1126
Jan. 1st, 2012 at 3:03 PM	318
Jan. 1st, 2012 at 11:47 PM	525
Jan. 3rd, 2012 at 1:48 PM	203
Jan. 8th, 2012 at 10:48 PM	480
Jan. 13th, 2012 at 12:23 PM	143
Jan. 15th, 2012 at 1:01 PM	225
Jan. 17th, 2012 at 4:09 PM	191
Jan. 18th, 2012 at 12:50 PM	306
Jan. 19th, 2012 at 4:47 PM	264
Jan. 19th, 2012 at 5:48 PM	119
Jan. 19th, 2012 at 8:07 PM	125
Jan. 20th, 2012 at 12:19 AM	184
Jan. 20th, 2012 at 11:20 AM	162
Jan. 22nd, 2012 at 12:21 PM	344
Jan. 22nd, 2012 at 9:31 PM	387
Jan. 24th, 2012 at 2:59 PM	809
Jan. 25th, 2012 at 1:00 PM	1092
Jan. 26th, 2012 at 10:52 PM	1070
Jan. 29th, 2012 at 12:04 PM	911
Jan. 29th, 2012 at 8:32 PM	78
Jan. 29th, 2012 at 8:37 PM	49
Jan. 31st, 2012 at 10:40 AM	75
Feb. 2nd, 2012 at 11:33 AM	77
Feb. 3rd, 2012 at 11:30 AM	44
Feb. 5th, 2012 at 2:10 PM	150
Feb. 5th, 2012 at 11:19 PM	792
Feb. 7th, 2012 at 10:46 PM	395
Feb. 9th, 2012 at 11:30 AM	108
Feb. 9th, 2012 at 1:40 PM	75
Feb. 9th, 2012 at 1:48 PM	80
Feb. 9th, 2012 at 1:56 PM	68
Feb. 9th, 2012 at 2:06 PM	55
Feb. 9th, 2012 at 2:13 PM	81
Feb. 12th, 2012 at 5:05 PM	166
Feb. 13th, 2012 at 5:34 PM	36
Feb. 13th, 2012 at 6:24 PM	6
Feb. 14th, 2012 at 10:39 AM	49
Feb. 14th, 2012 at 6:17 PM	278
Feb. 16th, 2012 at 4:21 PM	81
Feb. 17th, 2012 at 1:02 PM	428
Feb. 19th, 2012 at 3:17 PM	89
Feb. 21st, 2012 at 12:20 PM	35
Feb. 23rd, 2012 at 11:15 PM	286
Feb. 25th, 2012 at 5:09 PM	342
Feb. 26th, 2012 at 2:24 PM	0
Feb. 27th, 2012 at 3:55 PM	47
Mar. 1st, 2012 at 12:17 PM	282
Mar. 1st, 2012 at 1:09 PM	234
Mar. 1st, 2012 at 3:22 PM	154
Mar. 2nd, 2012 at 11:37 AM	56
Mar. 3rd, 2012 at 10:52 PM	43
Mar. 7th, 2012 at 11:26 AM	38
Mar. 10th, 2012 at 10:06 AM	58
Mar. 10th, 2012 at 11:23 AM	10
Mar. 15th, 2012 at 10:48 AM	379
Mar. 17th, 2012 at 1:30 PM	125
Mar. 18th, 2012 at 11:39 AM	64
Mar. 18th, 2012 at 11:53 AM	53
Mar. 20th, 2012 at 10:21 AM	11
Mar. 21st, 2012 at 11:42 AM	183
Mar. 22nd, 2012 at 3:23 PM	21
Mar. 24th, 2012 at 10:43 AM	27
Mar. 25th, 2012 at 10:14 AM	0
Mar. 26th, 2012 at 11:24 PM	154
Mar. 27th, 2012 at 8:34 AM	19
Mar. 29th, 2012 at 10:17 AM	27
Apr. 10th, 2012 at 1:38 PM	104
Apr. 11th, 2012 at 12:21 AM	102
Apr. 16th, 2012 at 9:13 AM	182
Apr. 17th, 2012 at 7:36 AM	7
Apr. 22nd, 2012 at 9:33 AM	64
Apr. 23rd, 2012 at 7:24 PM	58
Apr. 26th, 2012 at 10:44 AM	53
Apr. 27th, 2012 at 9:18 AM	394
May. 1st, 2012 at 2:07 PM	14
May. 2nd, 2012 at 11:05 PM	78
May. 3rd, 2012 at 3:01 PM	80
May. 5th, 2012 at 4:24 PM	234
May. 12th, 2012 at 12:41 AM	1202
May. 12th, 2012 at 3:21 PM	75
May. 15th, 2012 at 12:07 PM	139
May. 18th, 2012 at 11:26 AM	98
May. 21st, 2012 at 5:46 PM	13
May. 22nd, 2012 at 10:21 AM	345
May. 23rd, 2012 at 11:58 PM	27
May. 30th, 2012 at 11:09 AM	154
Jun. 1st, 2012 at 11:43 AM	182
Jun. 9th, 2012 at 5:37 PM	203
Jun. 9th, 2012 at 6:23 PM	108
Jun. 14th, 2012 at 7:20 PM	292
Jun. 18th, 2012 at 12:14 AM	201
Jun. 20th, 2012 at 12:47 PM	6
Jun. 22nd, 2012 at 11:27 AM	101
Jun. 23rd, 2012 at 2:57 PM	467
Jun. 26th, 2012 at 11:09 PM	189
Jun. 29th, 2012 at 10:55 PM	504
Jun. 30th, 2012 at 2:02 PM	28
Jul. 9th, 2012 at 9:32 AM	126
Jul. 10th, 2012 at 10:58 AM	88
Jul. 11th, 2012 at 1:12 AM	516
Jul. 11th, 2012 at 10:36 AM	149
Jul. 16th, 2012 at 9:55 PM	70
Jul. 23rd, 2012 at 2:09 PM	66
Jul. 29th, 2012 at 6:44 PM	95
Aug. 1st, 2012 at 10:58 AM	63
Aug. 5th, 2012 at 12:41 PM	368
Aug. 7th, 2012 at 1:38 PM	97
Aug. 11th, 2012 at 3:46 PM	454
Aug. 11th, 2012 at 11:16 PM	516
Aug. 12th, 2012 at 3:55 PM	20
Aug. 13th, 2012 at 11:01 PM	537
Aug. 14th, 2012 at 11:57 AM	233
Aug. 14th, 2012 at 1:26 PM	516
Aug. 15th, 2012 at 11:20 AM	143
Aug. 19th, 2012 at 3:19 PM	19
Aug. 23rd, 2012 at 9:52 PM	50
Aug. 24th, 2012 at 12:06 PM	266
Aug. 28th, 2012 at 8:53 AM	129
Sep. 4th, 2012 at 5:34 PM	164
Sep. 5th, 2012 at 11:14 PM	214
Sep. 9th, 2012 at 6:01 PM	501
Sep. 12th, 2012 at 9:24 PM	70
Sep. 15th, 2012 at 10:36 PM	144
Sep. 16th, 2012 at 10:06 PM	954
Sep. 20th, 2012 at 9:45 AM	25
Sep. 23rd, 2012 at 11:21 AM	136
Sep. 24th, 2012 at 1:01 PM	13
Sep. 28th, 2012 at 10:22 AM	41
Sep. 30th, 2012 at 11:40 PM	205
Oct. 1st, 2012 at 3:09 PM	694
Oct. 7th, 2012 at 5:20 PM	2
Oct. 14th, 2012 at 6:46 PM	500
Oct. 15th, 2012 at 2:14 PM	103
Oct. 17th, 2012 at 12:58 PM	31
Oct. 18th, 2012 at 2:19 PM	24
Oct. 19th, 2012 at 5:49 PM	69
Oct. 21st, 2012 at 11:06 PM	967
Oct. 22nd, 2012 at 10:48 PM	318
Oct. 24th, 2012 at 10:51 PM	68
Oct. 25th, 2012 at 2:28 PM	117
Oct. 28th, 2012 at 11:45 PM	1631
Oct. 29th, 2012 at 3:38 PM	228
Oct. 30th, 2012 at 11:22 AM	598
Nov. 1st, 2012 at 1:48 PM	215
Nov. 4th, 2012 at 5:55 PM	164
Nov. 4th, 2012 at 6:09 PM	331
Nov. 5th, 2012 at 10:02 AM	440
Nov. 6th, 2012 at 3:19 PM	249
Nov. 7th, 2012 at 12:38 AM	319
Nov. 11th, 2012 at 9:25 PM	17
Nov. 13th, 2012 at 2:42 PM	274
Nov. 14th, 2012 at 5:00 PM	18
Nov. 22nd, 2012 at 11:20 AM	52
Nov. 26th, 2012 at 11:04 AM	288
Nov. 26th, 2012 at 6:51 PM	18
Nov. 27th, 2012 at 11:33 AM	248
Nov. 29th, 2012 at 11:08 AM	7
Nov. 30th, 2012 at 6:43 PM	341
Dec. 2nd, 2012 at 2:48 PM	163
Dec. 2nd, 2012 at 10:20 PM	26
Dec. 3rd, 2012 at 10:53 AM	283
Dec. 6th, 2012 at 12:05 PM	31
Dec. 6th, 2012 at 2:33 PM	110
Dec. 9th, 2012 at 8:20 PM	464
Dec. 10th, 2012 at 11:48 AM	44
Dec. 10th, 2012 at 6:20 PM	426
Dec. 11th, 2012 at 1:14 PM	21
Dec. 16th, 2012 at 1:58 PM	7
Dec. 20th, 2012 at 1:35 PM	184
Dec. 23rd, 2012 at 5:36 PM	10
Dec. 23rd, 2012 at 10:36 PM	254
Dec. 25th, 2012 at 4:23 PM	66
Dec. 28th, 2012 at 12:03 PM	121
Dec. 30th, 2012 at 5:50 PM	667
Dec. 31st, 2012 at 11:25 PM	15
Jan. 1st, 2013 at 9:00 PM	100
Jan. 3rd, 2013 at 12:05 AM	914
Jan. 5th, 2013 at 12:21 PM	276
Jan. 7th, 2013 at 11:12 AM	137
Jan. 8th, 2013 at 4:55 PM	99
Jan. 10th, 2013 at 9:42 AM	76
Jan. 10th, 2013 at 6:50 PM	349
Jan. 11th, 2013 at 11:30 PM	15
Jan. 16th, 2013 at 1:32 PM	74
Jan. 17th, 2013 at 11:05 PM	17
Jan. 18th, 2013 at 3:46 PM	79
Jan. 20th, 2013 at 10:46 AM	28
Jan. 20th, 2013 at 11:02 PM	491
Jan. 21st, 2013 at 4:16 PM	3
Jan. 21st, 2013 at 10:33 PM	43
Jan. 22nd, 2013 at 3:18 PM	417
Feb. 1st, 2013 at 12:11 PM	79
Feb. 4th, 2013 at 1:04 AM	135
Feb. 4th, 2013 at 8:22 PM	297
Feb. 5th, 2013 at 10:45 PM	171
Feb. 9th, 2013 at 10:55 AM	28
Feb. 9th, 2013 at 8:05 PM	381
Feb. 10th, 2013 at 7:29 PM	21
Feb. 12th, 2013 at 9:18 PM	57
Feb. 13th, 2013 at 2:05 PM	114
Feb. 13th, 2013 at 2:26 PM	249
Feb. 23rd, 2013 at 11:38 AM	45
Feb. 23rd, 2013 at 5:37 PM	176
Feb. 24th, 2013 at 5:16 PM	210
Feb. 25th, 2013 at 6:30 PM	692
Feb. 26th, 2013 at 9:39 AM	96
Feb. 26th, 2013 at 10:22 PM	907
Feb. 27th, 2013 at 10:26 AM	684
Feb. 28th, 2013 at 4:45 PM	507
Mar. 1st, 2013 at 3:50 PM	661
Mar. 2nd, 2013 at 10:24 AM	522
Mar. 2nd, 2013 at 6:47 PM	28
Mar. 3rd, 2013 at 11:59 AM	690
Mar. 9th, 2013 at 1:23 PM	108
Mar. 10th, 2013 at 1:40 PM	51
Mar. 11th, 2013 at 9:55 PM	259
Mar. 12th, 2013 at 11:20 AM	425
Mar. 13th, 2013 at 1:24 AM	1158
Mar. 15th, 2013 at 3:38 PM	332
Mar. 16th, 2013 at 10:34 PM	110
Mar. 26th, 2013 at 7:01 PM	55
Mar. 30th, 2013 at 3:51 PM	359
Mar. 31st, 2013 at 11:50 AM	175
Apr. 3rd, 2013 at 11:09 AM	99
Apr. 4th, 2013 at 1:05 PM	73
Apr. 5th, 2013 at 1:15 PM	206
Apr. 7th, 2013 at 11:39 PM	118
Apr. 12th, 2013 at 4:23 PM	211
Apr. 17th, 2013 at 6:06 PM	216
Apr. 18th, 2013 at 11:46 AM	32
Apr. 19th, 2013 at 7:50 PM	72
Apr. 19th, 2013 at 10:08 PM	165
Apr. 19th, 2013 at 11:16 PM	539
Apr. 21st, 2013 at 10:14 PM	527
Apr. 26th, 2013 at 3:37 PM	245
Apr. 27th, 2013 at 12:08 PM	104
Apr. 28th, 2013 at 12:17 PM	301
Apr. 30th, 2013 at 11:14 AM	39
May. 7th, 2013 at 1:38 PM	59
May. 8th, 2013 at 6:37 PM	548
May. 9th, 2013 at 1:35 PM	139
May. 10th, 2013 at 1:50 PM	124
May. 12th, 2013 at 2:11 PM	138
May. 13th, 2013 at 12:32 PM	258
May. 15th, 2013 at 11:42 AM	797
May. 15th, 2013 at 12:36 PM	87
May. 21st, 2013 at 11:24 AM	153
May. 29th, 2013 at 4:33 PM	357
Jun. 1st, 2013 at 4:35 PM	527
Jun. 2nd, 2013 at 11:23 AM	368
Jun. 11th, 2013 at 1:04 PM	106
Jun. 12th, 2013 at 10:28 AM	60
